date,product,quantity,price,customer_id,sales
2025-05-11 02:43:07.948228,Teclado,9,1768.438829279685,1440,15915.949463517165
2026-01-12 02:43:07.948228,Headset,5,732.8637224473241,3116,3664.3186122366205
2025-10-26 02:43:07.948228,SSD,4,212.35243319873263,4580,849.4097327949305
2025-05-15 02:43:07.948228,RAM,7,1462.8879228596957,1325,10240.21546001787
2025-04-10 02:43:07.948228,Laptop,6,657.4489830772727,2765,3944.6938984636363
2025-08-05 02:43:07.948228,SSD,4,1576.7010478022662,1066,6306.804191209065
2025-02-18 02:43:07.948228,Webcam,2,913.1769541078446,1303,1826.3539082156892
2025-05-11 02:43:07.948228,SSD,1,996.2701475681121,1971,996.2701475681121
2025-05-30 02:43:07.948228,Webcam,4,1566.9233431596467,1483,6267.693372638587
2025-08-31 02:43:07.948228,Webcam,4,795.6084955701745,1928,3182.433982280698
2025-12-25 02:43:07.948228,Headset,1,914.0983233796834,4619,914.0983233796834
2025-04-26 02:43:07.948228,Webcam,6,783.5714141007631,2440,4701.428484604579
2025-05-08 02:43:07.948228,Mouse,4,766.3140047906959,4230,3065.2560191627836
2026-01-23 02:43:07.948228,Monitor,1,1075.595824957846,1148,1075.595824957846
2025-06-29 02:43:07.948228,Monitor,1,1627.1589167772438,4098,1627.1589167772438
2025-06-08 02:43:07.948228,Headset,1,755.4482082490034,4034,755.4482082490034
2025-06-27 02:43:07.948228,Mouse,8,1072.2967050485865,3631,8578.373640388692
2025-12-03 02:43:07.948228,SSD,8,1357.9182846130716,3295,10863.346276904573
2025-10-13 02:43:07.948228,Teclado,2,575.4069202921273,2124,1150.8138405842546
2026-01-07 02:43:07.948228,SSD,7,591.1694695596655,3749,4138.186286917658
2025-11-18 02:43:07.948228,RAM,8,1870.1555976957368,1095,14961.244781565894
2025-08-08 02:43:07.948228,Teclado,8,1460.8924179956227,4455,11687.139343964982
2025-11-01 02:43:07.948228,Webcam,7,1175.5140186354524,1281,8228.598130448167
2025-07-08 02:43:07.948228,Laptop,5,1313.0541061201934,3369,6565.270530600967
2025-12-08 02:43:07.948228,Teclado,1,107.13391405166581,4467,107.13391405166581
2025-02-19 02:43:07.948228,Laptop,9,1255.300782845309,4349,11297.70704560778
2025-10-08 02:43:07.948228,Monitor,7,1043.5423027871939,1528,7304.796119510357
2025-09-21 02:43:07.948228,Laptop,2,1114.2118755698996,3310,2228.423751139799
2026-01-08 02:43:07.948228,Monitor,6,750.8764623200933,2642,4505.25877392056
2025-03-18 02:43:07.948228,Mouse,2,208.8741005402367,1579,417.7482010804734
2025-03-28 02:43:07.948228,Mouse,1,427.01150554350176,2663,427.01150554350176
2025-07-17 02:43:07.948228,Headset,7,1903.95219076471,4364,13327.66533535297
2025-08-04 02:43:07.948228,Headset,2,846.9641464283212,3341,1693.9282928566424
2025-10-26 02:43:07.948228,Webcam,2,960.0321538701851,2631,1920.0643077403702
2025-08-06 02:43:07.948228,Teclado,5,152.78409021420603,3442,763.9204510710301
2025-07-22 02:43:07.948228,Webcam,5,123.25414761076215,3560,616.2707380538108
2025-03-20 02:43:07.948228,Monitor,7,1448.5038217411775,3968,10139.526752188242
2026-01-27 02:43:07.948228,Webcam,1,1099.284595036167,1809,1099.284595036167
2025-03-24 02:43:07.948228,Laptop,8,1041.97666922172,4251,8335.81335377376
2025-09-29 02:43:07.948228,Monitor,3,524.092834324204,3967,1572.278502972612
2025-12-14 02:43:07.948228,Headset,4,1502.2639266783483,1692,6009.055706713393
2025-06-08 02:43:07.948228,Mouse,9,378.06132926155914,1234,3402.551963354032
2025-12-01 02:43:07.948228,Headset,4,420.3727501389891,1951,1681.4910005559564
2025-06-12 02:43:07.948228,Teclado,5,948.3887341291371,2854,4741.943670645685
2025-02-18 02:43:07.948228,Monitor,7,608.2457311182848,2360,4257.720117827994
2025-12-23 02:43:07.948228,Monitor,4,532.5528134046353,2031,2130.2112536185414
2025-07-14 02:43:07.948228,Laptop,1,1308.2134068789967,2466,1308.2134068789967
2025-10-29 02:43:07.948228,Teclado,9,1319.3949031761617,2964,11874.554128585456
2025-04-27 02:43:07.948228,Mouse,4,1657.808286109862,1538,6631.233144439448
2025-12-10 02:43:07.948228,SSD,9,864.5317055973029,1819,7780.785350375726
2025-02-11 02:43:07.948228,Monitor,6,192.51592750099297,2681,1155.0955650059577
2025-09-27 02:43:07.948228,Monitor,1,583.6494505968425,4162,583.6494505968425
2025-10-20 02:43:07.948228,Laptop,3,1961.010653233793,4925,5883.031959701379
2026-01-09 02:43:07.948228,Webcam,2,1212.704221703769,1271,2425.408443407538
2025-03-22 02:43:07.948228,RAM,9,1433.9873153619894,4905,12905.885838257906
2026-01-03 02:43:07.948228,Mouse,1,64.34776776955835,2028,64.34776776955835
2025-04-30 02:43:07.948228,Headset,9,1060.5011777559157,4665,9544.510599803241
2025-10-19 02:43:07.948228,Teclado,9,123.1808821870161,2922,1108.6279396831449
2025-03-04 02:43:07.948228,Monitor,8,1159.9989135783235,2242,9279.991308626588
2025-08-22 02:43:07.948228,Monitor,8,1845.503156790347,2141,14764.025254322776
2025-04-19 02:43:07.948228,Headset,1,1938.4173044757954,1592,1938.4173044757954
2025-03-19 02:43:07.948228,Mouse,8,1104.077717008402,4023,8832.621736067216
2026-01-23 02:43:07.948228,RAM,3,943.4993702418211,2605,2830.4981107254634
2025-01-30 02:43:07.948228,Webcam,7,1892.7833337845634,1114,13249.483336491943
2025-03-23 02:43:07.948228,Monitor,1,1363.5391723935554,3310,1363.5391723935554
2025-05-14 02:43:07.948228,RAM,1,176.55359509989844,4377,176.55359509989844
2025-10-15 02:43:07.948228,Mouse,5,958.1648764516202,2677,4790.824382258101
2025-12-04 02:43:07.948228,Headset,5,518.4777860053925,2445,2592.388930026963
2025-08-07 02:43:07.948228,Laptop,8,966.1184268249291,1206,7728.947414599433
2025-09-03 02:43:07.948228,Webcam,7,938.1578654124054,4694,6567.105057886838
2025-03-13 02:43:07.948228,Teclado,8,1185.1823654887469,3350,9481.458923909975
2025-07-09 02:43:07.948228,Monitor,6,745.7024561810399,1111,4474.214737086239
2025-08-18 02:43:07.948228,Mouse,6,370.3273764390597,2440,2221.9642586343584
2025-10-25 02:43:07.948228,Laptop,2,1032.2528974504148,4626,2064.5057949008296
2026-01-14 02:43:07.948228,Teclado,6,1668.895624474236,2882,10013.373746845416
2025-11-28 02:43:07.948228,SSD,5,1344.8238447318245,4356,6724.119223659122
2025-10-26 02:43:07.948228,Mouse,3,709.8173385541709,4711,2129.4520156625126
2025-08-31 02:43:07.948228,Mouse,6,1874.2698943797716,1184,11245.61936627863
2025-10-07 02:43:07.948228,Teclado,8,1828.8047639359052,2764,14630.438111487241
2025-08-06 02:43:07.948228,Laptop,9,458.2293787989926,1900,4124.0644091909335
2025-11-20 02:43:07.948228,SSD,1,126.86429098470781,1220,126.86429098470781
2025-08-29 02:43:07.948228,RAM,3,1495.5519812839864,4935,4486.655943851959
2025-08-24 02:43:07.948228,RAM,3,1663.840009630849,2467,4991.520028892547
2025-09-22 02:43:07.948228,Headset,8,1937.335903605143,4188,15498.687228841143
2026-01-01 02:43:07.948228,Laptop,1,1785.180968472206,2093,1785.180968472206
2025-03-22 02:43:07.948228,Webcam,5,1221.042798002509,3945,6105.213990012545
2025-11-04 02:43:07.948228,Monitor,3,1083.6020614641427,4141,3250.806184392428
2025-09-02 02:43:07.948228,Teclado,2,104.29004996204327,3669,208.58009992408654
2025-10-07 02:43:07.948228,Headset,8,530.9800713473168,3474,4247.840570778534
2025-08-04 02:43:07.948228,SSD,3,946.2487658792065,3691,2838.7462976376196
2025-03-10 02:43:07.948228,Teclado,7,1275.5826051629572,3615,8929.0782361407
2025-07-04 02:43:07.948228,Teclado,1,1136.6410749709007,3012,1136.6410749709007
2025-02-12 02:43:07.948228,Laptop,6,1498.1401798792965,3490,8988.841079275779
2025-11-25 02:43:07.948228,Monitor,3,595.5455152297296,1600,1786.636545689189
2025-04-03 02:43:07.948228,Webcam,8,1151.6575849223227,2160,9213.260679378582
2026-01-08 02:43:07.948228,RAM,6,221.87737461204466,1503,1331.264247672268
2025-12-21 02:43:07.948228,Mouse,2,856.6477709872536,3178,1713.2955419745072
2025-02-06 02:43:07.948228,Mouse,6,1512.813624261472,1217,9076.881745568831
2026-01-07 02:43:07.948228,Teclado,7,1402.1316641866358,3735,9814.92164930645
2025-06-06 02:43:07.948228,RAM,5,1981.753337485749,3218,9908.766687428744
2025-06-13 02:43:07.948228,RAM,3,591.8876956761242,2498,1775.6630870283725
2025-04-01 02:43:07.948228,Monitor,4,1021.4691333892594,1611,4085.8765335570374
2025-06-16 02:43:07.948228,SSD,4,692.5843068592936,4039,2770.3372274371745
2025-04-19 02:43:07.948228,SSD,6,909.1760724153908,2152,5455.056434492344
2025-07-10 02:43:07.948228,Headset,1,1721.0527532453068,1056,1721.0527532453068
2025-11-13 02:43:07.948228,Laptop,4,1384.207696617549,2204,5536.830786470196
2025-10-16 02:43:07.948228,Monitor,4,1770.7603231277842,1245,7083.041292511137
2025-09-16 02:43:07.948228,Monitor,1,446.8466612471786,1143,446.8466612471786
2025-03-10 02:43:07.948228,Laptop,9,1753.054179790804,4122,15777.487618117237
2025-02-25 02:43:07.948228,RAM,4,166.5364346478496,1367,666.1457385913984
2025-06-12 02:43:07.948228,SSD,7,1782.7685968524472,2482,12479.38017796713
2025-08-17 02:43:07.948228,SSD,3,691.6938699484194,3265,2075.0816098452583
2025-12-22 02:43:07.948228,RAM,3,663.4458851574296,1615,1990.337655472289
2025-10-23 02:43:07.948228,SSD,8,1048.5727245623948,4966,8388.581796499158
2025-03-02 02:43:07.948228,Teclado,8,1884.345866060302,4638,15074.766928482415
2025-03-17 02:43:07.948228,Monitor,1,143.1736611287405,4328,143.1736611287405
2025-03-31 02:43:07.948228,Mouse,2,736.8504013879533,2881,1473.7008027759066
2025-09-01 02:43:07.948228,Laptop,8,1720.3153779325046,4227,13762.523023460037
2025-11-17 02:43:07.948228,SSD,1,822.3062309991601,2588,822.3062309991601
2025-05-07 02:43:07.948228,Headset,8,438.3559503142807,3489,3506.8476025142454
2025-07-19 02:43:07.948228,SSD,8,878.3486535962529,3888,7026.789228770023
2026-01-23 02:43:07.948228,SSD,2,801.8273779087551,4003,1603.6547558175102
2025-08-30 02:43:07.948228,Webcam,4,1835.0615928600716,1698,7340.246371440287
2025-03-04 02:43:07.948228,Teclado,6,1535.7720326990393,1875,9214.632196194236
2025-09-12 02:43:07.948228,Laptop,9,1034.9753337008124,2685,9314.77800330731
2025-05-09 02:43:07.948228,Webcam,8,1977.3226051070635,3823,15818.580840856508
2025-06-08 02:43:07.948228,Webcam,8,957.2911859880504,3809,7658.329487904403
2025-10-12 02:43:07.948228,Headset,7,163.5637700995367,1944,1144.946390696757
2025-02-02 02:43:07.948228,Monitor,9,561.4349275392206,4881,5052.914347852985
2025-09-03 02:43:07.948228,Headset,2,900.3374364276596,1922,1800.674872855319
2025-10-10 02:43:07.948228,Monitor,3,355.9601170849342,3982,1067.8803512548027
2026-01-22 02:43:07.948228,Monitor,8,1897.751996331884,2746,15182.015970655071
2025-11-07 02:43:07.948228,Laptop,6,1545.3553507446575,1024,9272.132104467944
2025-08-23 02:43:07.948228,SSD,9,573.1600408341567,3853,5158.44036750741
2025-02-12 02:43:07.948228,Laptop,4,1202.0688403599358,4924,4808.275361439743
2026-01-09 02:43:07.948228,Teclado,8,1456.8258563636655,2687,11654.606850909324
2025-03-11 02:43:07.948228,Monitor,3,1885.493911368256,2559,5656.481734104768
2025-07-26 02:43:07.948228,Webcam,3,1769.1889308920508,3811,5307.5667926761525
2025-04-01 02:43:07.948228,SSD,8,1054.6248409695168,2083,8436.998727756134
2026-01-15 02:43:07.948228,Mouse,5,1560.5726085963843,4538,7802.863042981921
2025-09-16 02:43:07.948228,Teclado,3,1146.1822699637908,1433,3438.5468098913725
2025-09-26 02:43:07.948228,Laptop,1,1127.7725855888032,3926,1127.7725855888032
2025-03-21 02:43:07.948228,Headset,3,273.7468187594742,2089,821.2404562784226
2025-05-04 02:43:07.948228,Teclado,9,295.96843313149657,3957,2663.715898183469
2025-09-07 02:43:07.948228,Teclado,5,1082.590549293792,3612,5412.95274646896
2025-09-16 02:43:07.948228,SSD,2,574.2800127090629,2951,1148.5600254181259
2025-09-22 02:43:07.948228,Teclado,7,91.02195979791384,3153,637.1537185853969
2025-06-20 02:43:07.948228,Teclado,2,1459.536447605414,1095,2919.072895210828
2025-07-18 02:43:07.948228,Mouse,4,113.34886354582167,4759,453.3954541832867
2025-02-26 02:43:07.948228,RAM,7,1210.7898401529064,4622,8475.528881070346
2025-03-05 02:43:07.948228,Headset,4,1101.427898548263,1167,4405.711594193052
2025-02-10 02:43:07.948228,Headset,7,1939.1886466267188,3089,13574.320526387031
2025-07-07 02:43:07.948228,Headset,7,994.2156217279012,2902,6959.509352095309
2025-12-21 02:43:07.948228,Monitor,1,174.02280093670487,3151,174.02280093670487
2025-08-03 02:43:07.948228,Webcam,6,1125.7915372226003,2868,6754.7492233356015
2025-09-28 02:43:07.948228,RAM,9,1690.1375327013977,4275,15211.23779431258
2025-04-24 02:43:07.948228,Headset,2,1993.8561043488078,3567,3987.7122086976156
2025-11-08 02:43:07.948228,Teclado,3,889.1691886936914,2998,2667.507566081074
2025-04-04 02:43:07.948228,Teclado,5,674.5825478686479,3329,3372.9127393432395
2025-07-17 02:43:07.948228,Headset,9,1817.973929056398,4979,16361.765361507581
2025-03-14 02:43:07.948228,SSD,4,422.92215169843666,4114,1691.6886067937467
2025-03-31 02:43:07.948228,Headset,1,1250.086384314207,3994,1250.086384314207
2025-06-11 02:43:07.948228,Teclado,4,841.143127152848,2133,3364.572508611392
2025-11-08 02:43:07.948228,Monitor,6,130.1106116633328,3010,780.6636699799968
2025-02-25 02:43:07.948228,Laptop,5,727.2125248961106,4281,3636.062624480553
2025-05-16 02:43:07.948228,Laptop,1,567.1956188802154,1748,567.1956188802154
2025-03-13 02:43:07.948228,RAM,4,1387.8777501897994,2891,5551.5110007591975
2026-01-03 02:43:07.948228,RAM,6,1900.1414704992403,1830,11400.848822995442
2025-11-10 02:43:07.948228,Headset,4,572.6920153883436,1048,2290.7680615533745
2025-12-25 02:43:07.948228,Mouse,9,1632.3585813457794,1114,14691.227232112014
2025-06-05 02:43:07.948228,Headset,5,157.95164302989858,2178,789.7582151494929
2026-01-11 02:43:07.948228,SSD,8,1099.3359695776358,2672,8794.687756621086
2025-09-16 02:43:07.948228,Headset,9,187.57262423429444,3550,1688.1536181086499
2025-08-06 02:43:07.948228,RAM,5,1871.3643327047466,4750,9356.821663523733
2025-09-10 02:43:07.948228,Laptop,6,1544.384997086911,4904,9266.309982521467
2025-11-07 02:43:07.948228,Teclado,1,1333.0023268489551,4782,1333.0023268489551
2025-05-29 02:43:07.948228,Headset,7,1656.5979441680954,4033,11596.185609176668
2025-05-24 02:43:07.948228,Teclado,4,1312.663601361818,1070,5250.654405447272
2025-09-18 02:43:07.948228,Teclado,2,1939.4415744898677,4059,3878.8831489797353
2025-10-14 02:43:07.948228,Mouse,5,1442.2179983363044,4590,7211.0899916815215
